Vendor,"GRAPHTEC Corporation"
Model,"GL2000"
Version,"Ver1.10","Rev0001"
MaxChannel, 4CH
Logic/Pulse, Off
TempUnit, C
Sampling interval, 200ms
Total data points,         3025
Trigger, 0
Start time, 2021-12-29,17:07:42
End time, 2021-12-29,17:17:47
Trigger time, 2021-12-29,17:07:42
AMP settings
CH,Signal name,Amp,Input,Range,Filter,Span,,Unit,Color,,,Line Width
CH1, " CH 1", M, DC, 5V, Off, +2.500, -2.500, V, 28, 5, 6, 0
CH2, " CH 2", M, DC, 5V, Off, +2.500, -2.500, V, 0, 13, 23, 0
CH3, " CH 3", M, DC, 5V, Off, +2.500, -2.500, V, 9, 22, 8, 0
Data
Number,Date,Time,us, CH1, CH2, CH3, Alarm,AlarmOut
18,2021/12/29,17:07:45,400000,-0.022,-0.009,-0.786,LLLL,LLLL
19,2021/12/29,17:07:45,600000,-0.020,-0.010,-0.784,LLLL,LLLL
20,2021/12/29,17:07:45,800000,-0.021,-0.010,-0.774,LLLL,LLLL
21,2021/12/29,17:07:46,000000,-0.022,-0.011,-0.768,LLLL,LLLL
22,2021/12/29,17:07:46,200000,-0.020,-0.010,-0.766,LLLL,LLLL
23,2021/12/29,17:07:46,400000,-0.023,-0.008,-0.766,LLLL,LLLL
24,2021/12/29,17:07:46,600000,-0.021,-0.010,-0.773,LLLL,LLLL
25,2021/12/29,17:07:46,800000,-0.019,-0.009,-0.775,LLLL,LLLL
26,2021/12/29,17:07:47,000000,-0.020,-0.009,-0.784,LLLL,LLLL
27,2021/12/29,17:07:47,200000,-0.020,-0.008,-0.788,LLLL,LLLL
28,2021/12/29,17:07:47,400000,-0.021,-0.008,-0.785,LLLL,LLLL
29,2021/12/29,17:07:47,600000,-0.017,-0.010,-0.780,LLLL,LLLL
30,2021/12/29,17:07:47,800000,-0.020,-0.008,-0.774,LLLL,LLLL
31,2021/12/29,17:07:48,000000,-0.018,-0.013,-0.769,LLLL,LLLL
32,2021/12/29,17:07:48,200000,-0.018,-0.012,-0.767,LLLL,LLLL
33,2021/12/29,17:07:48,400000,-0.019,-0.010,-0.765,LLLL,LLLL
34,2021/12/29,17:07:48,600000,-0.017,-0.013,-0.765,LLLL,LLLL
35,2021/12/29,17:07:48,800000,-0.016,-0.011,-0.776,LLLL,LLLL
36,2021/12/29,17:07:49,000000,-0.018,-0.010,-0.784,LLLL,LLLL
37,2021/12/29,17:07:49,200000,-0.018,-0.013,-0.788,LLLL,LLLL
38,2021/12/29,17:07:49,400000,-0.018,-0.013,-0.789,LLLL,LLLL
39,2021/12/29,17:07:49,600000,-0.017,-0.013,-0.782,LLLL,LLLL
40,2021/12/29,17:07:49,800000,-0.020,-0.013,-0.772,LLLL,LLLL
41,2021/12/29,17:07:50,000000,-0.019,-0.014,-0.768,LLLL,LLLL
42,2021/12/29,17:07:50,200000,-0.018,-0.013,-0.764,LLLL,LLLL
43,2021/12/29,17:07:50,400000,-0.018,-0.010,-0.765,LLLL,LLLL
44,2021/12/29,17:07:50,600000,-0.019,-0.010,-0.771,LLLL,LLLL
45,2021/12/29,17:07:50,800000,-0.016,-0.013,-0.774,LLLL,LLLL
46,2021/12/29,17:07:51,000000,-0.019,-0.014,-0.782,LLLL,LLLL
47,2021/12/29,17:07:51,200000,-0.019,-0.011,-0.784,LLLL,LLLL
48,2021/12/29,17:07:51,400000,-0.017,-0.011,-0.783,LLLL,LLLL
49,2021/12/29,17:07:51,600000,-0.018,-0.012,-0.781,LLLL,LLLL
50,2021/12/29,17:07:51,800000,-0.017,-0.010,-0.772,LLLL,LLLL
51,2021/12/29,17:07:52,000000,-0.018,-0.011,-0.768,LLLL,LLLL
52,2021/12/29,17:07:52,200000,-0.019,-0.011,-0.763,LLLL,LLLL
53,2021/12/29,17:07:52,400000,-0.018,-0.013,-0.764,LLLL,LLLL
54,2021/12/29,17:07:52,600000,-0.020,-0.011,-0.768,LLLL,LLLL
55,2021/12/29,17:07:52,800000,-0.016,-0.013,-0.775,LLLL,LLLL
56,2021/12/29,17:07:53,000000,-0.016,-0.010,-0.781,LLLL,LLLL
57,2021/12/29,17:07:53,200000,-0.018,-0.007,-0.785,LLLL,LLLL
58,2021/12/29,17:07:53,400000,-0.016,-0.011,-0.785,LLLL,LLLL
59,2021/12/29,17:07:53,600000,-0.018,-0.011,-0.779,LLLL,LLLL
60,2021/12/29,17:07:53,800000,-0.015,-0.012,-0.779,LLLL,LLLL
61,2021/12/29,17:07:54,000000,-0.017,-0.011,-0.768,LLLL,LLLL
62,2021/12/29,17:07:54,200000,-0.016,-0.011,-0.763,LLLL,LLLL
63,2021/12/29,17:07:54,400000,-0.015,-0.012,-0.765,LLLL,LLLL
64,2021/12/29,17:07:54,600000,-0.016,-0.012,-0.771,LLLL,LLLL
65,2021/12/29,17:07:54,800000,-0.019,-0.009,-0.776,LLLL,LLLL
66,2021/12/29,17:07:55,000000,-0.015,-0.010,-0.780,LLLL,LLLL
67,2021/12/29,17:07:55,200000,-0.017,-0.011,-0.782,LLLL,LLLL
68,2021/12/29,17:07:55,400000,-0.017,-0.010,-0.790,LLLL,LLLL
69,2021/12/29,17:07:55,600000,-0.017,-0.010,-0.785,LLLL,LLLL
70,2021/12/29,17:07:55,800000,-0.017,-0.011,-0.778,LLLL,LLLL
71,2021/12/29,17:07:56,000000,-0.020,-0.010,-0.769,LLLL,LLLL
72,2021/12/29,17:07:56,200000,-0.017,-0.009,-0.763,LLLL,LLLL
73,2021/12/29,17:07:56,400000,-0.017,-0.008,-0.764,LLLL,LLLL
74,2021/12/29,17:07:56,600000,-0.016,-0.009,-0.767,LLLL,LLLL
75,2021/12/29,17:07:56,800000,-0.018,-0.012,-0.774,LLLL,LLLL
76,2021/12/29,17:07:57,000000,-0.015,-0.010,-0.782,LLLL,LLLL
77,2021/12/29,17:07:57,200000,-0.018,-0.013,-0.787,LLLL,LLLL
78,2021/12/29,17:07:57,400000,-0.019,-0.013,-0.787,LLLL,LLLL
79,2021/12/29,17:07:57,600000,-0.018,-0.011,-0.783,LLLL,LLLL
80,2021/12/29,17:07:57,800000,-0.017,-0.011,-0.776,LLLL,LLLL
81,2021/12/29,17:07:58,000000,-0.018,-0.009,-0.773,LLLL,LLLL
82,2021/12/29,17:07:58,200000,-0.019,-0.008,-0.768,LLLL,LLLL
83,2021/12/29,17:07:58,400000,-0.017,-0.008,-0.765,LLLL,LLLL
84,2021/12/29,17:07:58,600000,-0.016,-0.008,-0.764,LLLL,LLLL
85,2021/12/29,17:07:58,800000,-0.018,-0.009,-0.773,LLLL,LLLL
86,2021/12/29,17:07:59,000000,-0.017,-0.008,-0.781,LLLL,LLLL
87,2021/12/29,17:07:59,200000,-0.017,-0.009,-0.786,LLLL,LLLL
88,2021/12/29,17:07:59,400000,-0.017,-0.006,-0.788,LLLL,LLLL
89,2021/12/29,17:07:59,600000,-0.019,-0.007,-0.784,LLLL,LLLL
90,2021/12/29,17:07:59,800000,-0.018,-0.007,-0.775,LLLL,LLLL
91,2021/12/29,17:08:00,000000,-0.017,-0.006,-0.769,LLLL,LLLL
92,2021/12/29,17:08:00,200000,-0.018,-0.008,-0.764,LLLL,LLLL
93,2021/12/29,17:08:00,400000,-0.016,-0.007,-0.764,LLLL,LLLL
94,2021/12/29,17:08:00,600000,-0.016,-0.007,-0.768,LLLL,LLLL
95,2021/12/29,17:08:00,800000,-0.015,-0.008,-0.772,LLLL,LLLL
96,2021/12/29,17:08:01,000000,-0.015,-0.005,-0.781,LLLL,LLLL
97,2021/12/29,17:08:01,200000,-0.018,-0.005,-0.786,LLLL,LLLL
98,2021/12/29,17:08:01,400000,-0.016,-0.008,-0.786,LLLL,LLLL
99,2021/12/29,17:08:01,600000,-0.018,-0.006,-0.783,LLLL,LLLL
100,2021/12/29,17:08:01,800000,-0.016,-0.008,-0.778,LLLL,LLLL
101,2021/12/29,17:08:02,000000,-0.015,-0.008,-0.769,LLLL,LLLL
102,2021/12/29,17:08:02,200000,-0.015,-0.006,-0.767,LLLL,LLLL
103,2021/12/29,17:08:02,400000,-0.016,-0.007,-0.764,LLLL,LLLL
104,2021/12/29,17:08:02,600000,-0.018,-0.008,-0.765,LLLL,LLLL
105,2021/12/29,17:08:02,800000,-0.014,-0.008,-0.770,LLLL,LLLL
106,2021/12/29,17:08:03,000000,-0.013,-0.007,-0.778,LLLL,LLLL
107,2021/12/29,17:08:03,200000,-0.013,-0.007,-0.786,LLLL,LLLL
108,2021/12/29,17:08:03,400000,-0.013,-0.009,-0.785,LLLL,LLLL
109,2021/12/29,17:08:03,600000,-0.013,-0.011,-0.785,LLLL,LLLL
110,2021/12/29,17:08:03,800000,-0.015,-0.009,-0.775,LLLL,LLLL
111,2021/12/29,17:08:04,000000,-0.015,-0.011,-0.769,LLLL,LLLL
112,2021/12/29,17:08:04,200000,-0.014,-0.008,-0.763,LLLL,LLLL
113,2021/12/29,17:08:04,400000,-0.014,-0.011,-0.764,LLLL,LLLL
114,2021/12/29,17:08:04,600000,-0.015,-0.010,-0.766,LLLL,LLLL
115,2021/12/29,17:08:04,800000,-0.015,-0.009,-0.777,LLLL,LLLL
116,2021/12/29,17:08:05,000000,-0.013,-0.009,-0.780,LLLL,LLLL
117,2021/12/29,17:08:05,200000,-0.016,-0.010,-0.784,LLLL,LLLL
118,2021/12/29,17:08:05,400000,-0.016,-0.011,-0.789,LLLL,LLLL
119,2021/12/29,17:08:05,600000,-0.015,-0.009,-0.786,LLLL,LLLL
120,2021/12/29,17:08:05,800000,-0.015,-0.009,-0.777,LLLL,LLLL
121,2021/12/29,17:08:06,000000,-0.018,-0.009,-0.769,LLLL,LLLL
122,2021/12/29,17:08:06,200000,-0.016,-0.010,-0.766,LLLL,LLLL
123,2021/12/29,17:08:06,400000,-0.017,-0.012,-0.765,LLLL,LLLL
124,2021/12/29,17:08:06,600000,-0.018,-0.011,-0.771,LLLL,LLLL
125,2021/12/29,17:08:06,800000,-0.017,-0.013,-0.773,LLLL,LLLL
126,2021/12/29,17:08:07,000000,-0.020,-0.009,-0.780,LLLL,LLLL
127,2021/12/29,17:08:07,200000,-0.017,-0.009,-0.785,LLLL,LLLL
128,2021/12/29,17:08:07,400000,-0.017,-0.011,-0.787,LLLL,LLLL
129,2021/12/29,17:08:07,600000,-0.018,-0.010,-0.783,LLLL,LLLL
130,2021/12/29,17:08:07,800000,-0.018,-0.009,-0.778,LLLL,LLLL
131,2021/12/29,17:08:08,000000,-0.017,-0.009,-0.767,LLLL,LLLL
132,2021/12/29,17:08:08,200000,-0.016,-0.009,-0.765,LLLL,LLLL
133,2021/12/29,17:08:08,400000,-0.018,-0.012,-0.765,LLLL,LLLL
134,2021/12/29,17:08:08,600000,-0.018,-0.011,-0.771,LLLL,LLLL
135,2021/12/29,17:08:08,800000,-0.018,-0.011,-0.779,LLLL,LLLL
136,2021/12/29,17:08:09,000000,-0.018,-0.011,-0.783,LLLL,LLLL
137,2021/12/29,17:08:09,200000,-0.015,-0.007,-0.785,LLLL,LLLL
138,2021/12/29,17:08:09,400000,-0.018,-0.006,-0.786,LLLL,LLLL
139,2021/12/29,17:08:09,600000,-0.020,-0.009,-0.782,LLLL,LLLL
140,2021/12/29,17:08:09,800000,-0.015,-0.010,-0.776,LLLL,LLLL
141,2021/12/29,17:08:10,000000,-0.018,-0.009,-0.771,LLLL,LLLL
142,2021/12/29,17:08:10,200000,-0.017,-0.010,-0.762,LLLL,LLLL
143,2021/12/29,17:08:10,400000,-0.017,-0.013,-0.764,LLLL,LLLL
144,2021/12/29,17:08:10,600000,-0.017,-0.013,-0.766,LLLL,LLLL
145,2021/12/29,17:08:10,800000,-0.018,-0.011,-0.771,LLLL,LLLL
146,2021/12/29,17:08:11,000000,-0.017,-0.010,-0.783,LLLL,LLLL
147,2021/12/29,17:08:11,200000,-0.017,-0.011,-0.786,LLLL,LLLL
148,2021/12/29,17:08:11,400000,-0.016,-0.010,-0.786,LLLL,LLLL
149,2021/12/29,17:08:11,600000,-0.017,-0.011,-0.781,LLLL,LLLL
150,2021/12/29,17:08:11,800000,-0.018,-0.011,-0.775,LLLL,LLLL
151,2021/12/29,17:08:12,000000,-0.017,-0.011,-0.767,LLLL,LLLL
152,2021/12/29,17:08:12,200000,-0.016,-0.012,-0.762,LLLL,LLLL
153,2021/12/29,17:08:12,400000,-0.017,-0.012,-0.762,LLLL,LLLL
154,2021/12/29,17:08:12,600000,-0.017,-0.011,-0.768,LLLL,LLLL
155,2021/12/29,17:08:12,800000,-0.018,-0.009,-0.772,LLLL,LLLL
156,2021/12/29,17:08:13,000000,-0.017,-0.007,-0.781,LLLL,LLLL
157,2021/12/29,17:08:13,200000,-0.018,-0.011,-0.784,LLLL,LLLL
158,2021/12/29,17:08:13,400000,-0.017,-0.011,-0.781,LLLL,LLLL
159,2021/12/29,17:08:13,600000,-0.017,-0.014,-0.783,LLLL,LLLL
160,2021/12/29,17:08:13,800000,-0.019,-0.013,-0.774,LLLL,LLLL
161,2021/12/29,17:08:14,000000,-0.018,-0.014,-0.770,LLLL,LLLL
162,2021/12/29,17:08:14,200000,-0.017,-0.013,-0.765,LLLL,LLLL
163,2021/12/29,17:08:14,400000,-0.019,-0.011,-0.764,LLLL,LLLL
164,2021/12/29,17:08:14,600000,-0.018,-0.010,-0.766,LLLL,LLLL
165,2021/12/29,17:08:14,800000,-0.015,-0.011,-0.777,LLLL,LLLL
166,2021/12/29,17:08:15,000000,-0.016,-0.013,-0.783,LLLL,LLLL
167,2021/12/29,17:08:15,200000,-0.016,-0.013,-0.787,LLLL,LLLL
168,2021/12/29,17:08:15,400000,-0.017,-0.015,-0.786,LLLL,LLLL
169,2021/12/29,17:08:15,600000,-0.015,-0.015,-0.783,LLLL,LLLL
170,2021/12/29,17:08:15,800000,-0.019,-0.013,-0.774,LLLL,LLLL
171,2021/12/29,17:08:16,000000,-0.017,-0.013,-0.765,LLLL,LLLL
172,2021/12/29,17:08:16,200000,-0.017,-0.007,-0.765,LLLL,LLLL
173,2021/12/29,17:08:16,400000,-0.017,-0.012,-0.764,LLLL,LLLL
174,2021/12/29,17:08:16,600000,-0.017,-0.013,-0.769,LLLL,LLLL
175,2021/12/29,17:08:16,800000,-0.016,-0.014,-0.780,LLLL,LLLL
176,2021/12/29,17:08:17,000000,-0.015,-0.015,-0.783,LLLL,LLLL
177,2021/12/29,17:08:17,200000,-0.020,-0.015,-0.786,LLLL,LLLL
178,2021/12/29,17:08:17,400000,-0.018,-0.014,-0.787,LLLL,LLLL
179,2021/12/29,17:08:17,600000,-0.016,-0.016,-0.778,LLLL,LLLL
180,2021/12/29,17:08:17,800000,-0.017,-0.011,-0.775,LLLL,LLLL
181,2021/12/29,17:08:18,000000,-0.017,-0.007,-0.769,LLLL,LLLL
182,2021/12/29,17:08:18,200000,-0.016,-0.014,-0.764,LLLL,LLLL
183,2021/12/29,17:08:18,400000,-0.015,-0.012,-0.766,LLLL,LLLL
184,2021/12/29,17:08:18,600000,-0.018,-0.017,-0.770,LLLL,LLLL
185,2021/12/29,17:08:18,800000,-0.018,-0.013,-0.773,LLLL,LLLL
186,2021/12/29,17:08:19,000000,-0.018,-0.016,-0.785,LLLL,LLLL
187,2021/12/29,17:08:19,200000,-0.015,-0.013,-0.786,LLLL,LLLL
188,2021/12/29,17:08:19,400000,-0.019,-0.013,-0.785,LLLL,LLLL
189,2021/12/29,17:08:19,600000,-0.017,-0.010,-0.779,LLLL,LLLL
190,2021/12/29,17:08:19,800000,-0.016,-0.013,-0.774,LLLL,LLLL
191,2021/12/29,17:08:20,000000,-0.021,-0.013,-0.766,LLLL,LLLL
192,2021/12/29,17:08:20,200000,-0.020,-0.015,-0.761,LLLL,LLLL
193,2021/12/29,17:08:20,400000,-0.021,-0.013,-0.767,LLLL,LLLL
194,2021/12/29,17:08:20,600000,-0.018,-0.015,-0.774,LLLL,LLLL
195,2021/12/29,17:08:20,800000,-0.020,-0.014,-0.776,LLLL,LLLL
196,2021/12/29,17:08:21,000000,-0.019,-0.014,-0.783,LLLL,LLLL
197,2021/12/29,17:08:21,200000,-0.018,-0.009,-0.787,LLLL,LLLL
198,2021/12/29,17:08:21,400000,-0.017,-0.010,-0.783,LLLL,LLLL
199,2021/12/29,17:08:21,600000,-0.018,-0.011,-0.778,LLLL,LLLL
200,2021/12/29,17:08:21,800000,-0.017,-0.013,-0.770,LLLL,LLLL
201,2021/12/29,17:08:22,000000,-0.018,-0.017,-0.766,LLLL,LLLL
202,2021/12/29,17:08:22,200000,-0.018,-0.014,-0.766,LLLL,LLLL
203,2021/12/29,17:08:22,400000,-0.020,-0.013,-0.767,LLLL,LLLL
204,2021/12/29,17:08:22,600000,-0.016,-0.013,-0.771,LLLL,LLLL
205,2021/12/29,17:08:22,800000,-0.016,-0.009,-0.779,LLLL,LLLL
206,2021/12/29,17:08:23,000000,-0.015,-0.011,-0.785,LLLL,LLLL
207,2021/12/29,17:08:23,200000,-0.018,-0.010,-0.789,LLLL,LLLL
208,2021/12/29,17:08:23,400000,-0.017,-0.013,-0.782,LLLL,LLLL
209,2021/12/29,17:08:23,600000,-0.019,-0.014,-0.779,LLLL,LLLL
210,2021/12/29,17:08:23,800000,-0.016,-0.015,-0.766,LLLL,LLLL
211,2021/12/29,17:08:24,000000,-0.018,-0.015,-0.764,LLLL,LLLL
212,2021/12/29,17:08:24,200000,-0.018,-0.013,-0.762,LLLL,LLLL
213,2021/12/29,17:08:24,400000,-0.022,-0.014,-0.764,LLLL,LLLL
214,2021/12/29,17:08:24,600000,-0.021,-0.011,-0.774,LLLL,LLLL
215,2021/12/29,17:08:24,800000,-0.018,-0.015,-0.780,LLLL,LLLL
216,2021/12/29,17:08:25,000000,-0.019,-0.012,-0.786,LLLL,LLLL
217,2021/12/29,17:08:25,200000,-0.018,-0.013,-0.787,LLLL,LLLL
218,2021/12/29,17:08:25,400000,-0.022,-0.014,-0.780,LLLL,LLLL
219,2021/12/29,17:08:25,600000,-0.023,-0.015,-0.772,LLLL,LLLL
220,2021/12/29,17:08:25,800000,-0.023,-0.015,-0.767,LLLL,LLLL
221,2021/12/29,17:08:26,000000,-0.020,-0.011,-0.765,LLLL,LLLL
222,2021/12/29,17:08:26,200000,-0.022,-0.013,-0.763,LLLL,LLLL
223,2021/12/29,17:08:26,400000,-0.020,-0.012,-0.770,LLLL,LLLL
224,2021/12/29,17:08:26,600000,-0.022,-0.012,-0.775,LLLL,LLLL
225,2021/12/29,17:08:26,800000,-0.022,-0.014,-0.783,LLLL,LLLL
226,2021/12/29,17:08:27,000000,-0.024,-0.014,-0.787,LLLL,LLLL
227,2021/12/29,17:08:27,200000,-0.023,-0.015,-0.785,LLLL,LLLL
228,2021/12/29,17:08:27,400000,-0.024,-0.015,-0.782,LLLL,LLLL
229,2021/12/29,17:08:27,600000,-0.022,-0.016,-0.774,LLLL,LLLL
230,2021/12/29,17:08:27,800000,-0.025,-0.015,-0.768,LLLL,LLLL
231,2021/12/29,17:08:28,000000,-0.024,-0.013,-0.765,LLLL,LLLL
232,2021/12/29,17:08:28,200000,-0.022,-0.016,-0.766,LLLL,LLLL
233,2021/12/29,17:08:28,400000,-0.024,-0.014,-0.768,LLLL,LLLL
234,2021/12/29,17:08:28,600000,-0.025,-0.015,-0.778,LLLL,LLLL
235,2021/12/29,17:08:28,800000,-0.022,-0.017,-0.781,LLLL,LLLL
236,2021/12/29,17:08:29,000000,-0.022,-0.014,-0.785,LLLL,LLLL
237,2021/12/29,17:08:29,200000,-0.020,-0.016,-0.785,LLLL,LLLL
238,2021/12/29,17:08:29,400000,-0.023,-0.017,-0.783,LLLL,LLLL
239,2021/12/29,17:08:29,600000,-0.022,-0.015,-0.774,LLLL,LLLL
240,2021/12/29,17:08:29,800000,-0.024,-0.015,-0.765,LLLL,LLLL
241,2021/12/29,17:08:30,000000,-0.022,-0.014,-0.766,LLLL,LLLL
242,2021/12/29,17:08:30,200000,-0.024,-0.014,-0.767,LLLL,LLLL
243,2021/12/29,17:08:30,400000,-0.022,-0.012,-0.772,LLLL,LLLL
244,2021/12/29,17:08:30,600000,-0.022,-0.015,-0.780,LLLL,LLLL
245,2021/12/29,17:08:30,800000,-0.024,-0.015,-0.787,LLLL,LLLL
246,2021/12/29,17:08:31,000000,-0.022,-0.015,-0.788,LLLL,LLLL
247,2021/12/29,17:08:31,200000,-0.021,-0.015,-0.785,LLLL,LLLL
248,2021/12/29,17:08:31,400000,-0.022,-0.014,-0.778,LLLL,LLLL
249,2021/12/29,17:08:31,600000,-0.021,-0.011,-0.774,LLLL,LLLL
250,2021/12/29,17:08:31,800000,-0.020,-0.014,-0.766,LLLL,LLLL
251,2021/12/29,17:08:32,000000,-0.020,-0.013,-0.768,LLLL,LLLL
252,2021/12/29,17:08:32,200000,-0.020,-0.014,-0.768,LLLL,LLLL
253,2021/12/29,17:08:32,400000,-0.021,-0.013,-0.771,LLLL,LLLL
254,2021/12/29,17:08:32,600000,-0.016,-0.012,-0.778,LLLL,LLLL
255,2021/12/29,17:08:32,800000,-0.019,-0.011,-0.785,LLLL,LLLL
256,2021/12/29,17:08:33,000000,-0.020,-0.012,-0.785,LLLL,LLLL
257,2021/12/29,17:08:33,200000,-0.019,-0.011,-0.787,LLLL,LLLL
258,2021/12/29,17:08:33,400000,-0.019,-0.013,-0.776,LLLL,LLLL
259,2021/12/29,17:08:33,600000,-0.018,-0.012,-0.770,LLLL,LLLL
260,2021/12/29,17:08:33,800000,-0.015,-0.014,-0.765,LLLL,LLLL
261,2021/12/29,17:08:34,000000,-0.018,-0.014,-0.765,LLLL,LLLL
262,2021/12/29,17:08:34,200000,-0.020,-0.013,-0.768,LLLL,LLLL
263,2021/12/29,17:08:34,400000,-0.018,-0.011,-0.775,LLLL,LLLL
264,2021/12/29,17:08:34,600000,-0.018,-0.010,-0.782,LLLL,LLLL
265,2021/12/29,17:08:34,800000,-0.019,-0.013,-0.786,LLLL,LLLL
266,2021/12/29,17:08:35,000000,-0.018,-0.010,-0.788,LLLL,LLLL
267,2021/12/29,17:08:35,200000,-0.018,-0.013,-0.781,LLLL,LLLL
268,2021/12/29,17:08:35,400000,-0.019,-0.012,-0.776,LLLL,LLLL
269,2021/12/29,17:08:35,600000,-0.018,-0.014,-0.766,LLLL,LLLL
270,2021/12/29,17:08:35,800000,-0.020,-0.013,-0.765,LLLL,LLLL
271,2021/12/29,17:08:36,000000,-0.019,-0.013,-0.767,LLLL,LLLL
272,2021/12/29,17:08:36,200000,-0.021,-0.010,-0.773,LLLL,LLLL
273,2021/12/29,17:08:36,400000,-0.021,-0.013,-0.777,LLLL,LLLL
274,2021/12/29,17:08:36,600000,-0.019,-0.011,-0.785,LLLL,LLLL
275,2021/12/29,17:08:36,800000,-0.021,-0.012,-0.787,LLLL,LLLL
276,2021/12/29,17:08:37,000000,-0.019,-0.013,-0.787,LLLL,LLLL
277,2021/12/29,17:08:37,200000,-0.019,-0.012,-0.782,LLLL,LLLL
278,2021/12/29,17:08:37,400000,-0.018,-0.014,-0.776,LLLL,LLLL
279,2021/12/29,17:08:37,600000,-0.018,-0.010,-0.769,LLLL,LLLL
280,2021/12/29,17:08:37,800000,-0.018,-0.012,-0.766,LLLL,LLLL
281,2021/12/29,17:08:38,000000,-0.018,-0.009,-0.767,LLLL,LLLL
282,2021/12/29,17:08:38,200000,-0.018,-0.011,-0.768,LLLL,LLLL
283,2021/12/29,17:08:38,400000,-0.019,-0.010,-0.775,LLLL,LLLL
284,2021/12/29,17:08:38,600000,-0.017,-0.010,-0.783,LLLL,LLLL
285,2021/12/29,17:08:38,800000,-0.018,-0.013,-0.787,LLLL,LLLL
286,2021/12/29,17:08:39,000000,-0.018,-0.013,-0.788,LLLL,LLLL
287,2021/12/29,17:08:39,200000,-0.019,-0.013,-0.780,LLLL,LLLL
288,2021/12/29,17:08:39,400000,-0.018,-0.011,-0.771,LLLL,LLLL
289,2021/12/29,17:08:39,600000,-0.017,-0.011,-0.768,LLLL,LLLL
290,2021/12/29,17:08:39,800000,-0.018,-0.011,-0.762,LLLL,LLLL
291,2021/12/29,17:08:40,000000,-0.018,-0.011,-0.767,LLLL,LLLL
292,2021/12/29,17:08:40,200000,-0.018,-0.012,-0.775,LLLL,LLLL
293,2021/12/29,17:08:40,400000,-0.017,-0.011,-0.782,LLLL,LLLL
294,2021/12/29,17:08:40,600000,-0.019,-0.012,-0.784,LLLL,LLLL
295,2021/12/29,17:08:40,800000,-0.017,-0.009,-0.788,LLLL,LLLL
296,2021/12/29,17:08:41,000000,-0.017,-0.010,-0.784,LLLL,LLLL
297,2021/12/29,17:08:41,200000,-0.017,-0.009,-0.778,LLLL,LLLL
298,2021/12/29,17:08:41,400000,-0.019,-0.011,-0.767,LLLL,LLLL
299,2021/12/29,17:08:41,600000,-0.018,-0.011,-0.764,LLLL,LLLL
300,2021/12/29,17:08:41,800000,-0.018,-0.012,-0.765,LLLL,LLLL
301,2021/12/29,17:08:42,000000,-0.018,-0.014,-0.768,LLLL,LLLL
302,2021/12/29,17:08:42,200000,-0.018,-0.013,-0.774,LLLL,LLLL
303,2021/12/29,17:08:42,400000,-0.018,-0.010,-0.780,LLLL,LLLL
304,2021/12/29,17:08:42,600000,-0.021,-0.013,-0.786,LLLL,LLLL
305,2021/12/29,17:08:42,800000,-0.018,-0.009,-0.784,LLLL,LLLL
306,2021/12/29,17:08:43,000000,-0.018,-0.013,-0.777,LLLL,LLLL
307,2021/12/29,17:08:43,200000,-0.019,-0.010,-0.777,LLLL,LLLL
