Vendor,"GRAPHTEC Corporation"
Model,"GL2000"
Version,"Ver1.10","Rev0001"
MaxChannel, 4CH
Logic/Pulse, Off
TempUnit, C
Sampling interval, 200ms
Total data points,         3025
Trigger, 0
Start time, 2021-12-29,16:42:48
End time, 2021-12-29,16:52:53
Trigger time, 2021-12-29,16:42:48
AMP settings
CH,Signal name,Amp,Input,Range,Filter,Span,,Unit,Color,,,Line Width
CH1, " CH 1", M, DC, 5V, Off, +2.500, -2.500, V, 28, 5, 6, 0
CH2, " CH 2", M, DC, 5V, Off, +2.500, -2.500, V, 0, 13, 23, 0
CH3, " CH 3", M, DC, 5V, Off, +2.500, -2.500, V, 9, 22, 8, 0
Data
Number,Date,Time,us, CH1, CH2, CH3, Alarm,AlarmOut
31,2021/12/29,16:42:54,000000,+0.000,-0.003,-0.772,LLLL,LLLL
32,2021/12/29,16:42:54,200000,+0.000,-0.006,-0.773,LLLL,LLLL
33,2021/12/29,16:42:54,400000,-0.001,-0.003,-0.775,LLLL,LLLL
34,2021/12/29,16:42:54,600000,-0.001,-0.006,-0.775,LLLL,LLLL
35,2021/12/29,16:42:54,800000,+0.001,-0.004,-0.777,LLLL,LLLL
36,2021/12/29,16:42:55,000000,-0.003,-0.003,-0.778,LLLL,LLLL
37,2021/12/29,16:42:55,200000,-0.002,-0.001,-0.777,LLLL,LLLL
38,2021/12/29,16:42:55,400000,-0.001,-0.002,-0.777,LLLL,LLLL
39,2021/12/29,16:42:55,600000,-0.002,-0.002,-0.776,LLLL,LLLL
40,2021/12/29,16:42:55,800000,+0.001,-0.007,-0.777,LLLL,LLLL
41,2021/12/29,16:42:56,000000,-0.001,-0.007,-0.774,LLLL,LLLL
42,2021/12/29,16:42:56,200000,-0.001,-0.007,-0.777,LLLL,LLLL
43,2021/12/29,16:42:56,400000,-0.001,-0.003,-0.778,LLLL,LLLL
44,2021/12/29,16:42:56,600000,+0.001,-0.006,-0.774,LLLL,LLLL
45,2021/12/29,16:42:56,800000,-0.001,-0.005,-0.777,LLLL,LLLL
46,2021/12/29,16:42:57,000000,-0.002,-0.005,-0.774,LLLL,LLLL
47,2021/12/29,16:42:57,200000,-0.001,-0.002,-0.773,LLLL,LLLL
48,2021/12/29,16:42:57,400000,-0.001,-0.004,-0.777,LLLL,LLLL
49,2021/12/29,16:42:57,600000,-0.002,-0.002,-0.775,LLLL,LLLL
50,2021/12/29,16:42:57,800000,+0.001,-0.005,-0.774,LLLL,LLLL
51,2021/12/29,16:42:58,000000,-0.001,-0.003,-0.775,LLLL,LLLL
52,2021/12/29,16:42:58,200000,-0.002,-0.003,-0.772,LLLL,LLLL
53,2021/12/29,16:42:58,400000,-0.002,-0.005,-0.773,LLLL,LLLL
54,2021/12/29,16:42:58,600000,-0.001,-0.003,-0.774,LLLL,LLLL
55,2021/12/29,16:42:58,800000,-0.001,-0.003,-0.776,LLLL,LLLL
56,2021/12/29,16:42:59,000000,-0.001,-0.005,-0.779,LLLL,LLLL
57,2021/12/29,16:42:59,200000,-0.001,-0.006,-0.778,LLLL,LLLL
58,2021/12/29,16:42:59,400000,-0.002,-0.006,-0.778,LLLL,LLLL
59,2021/12/29,16:42:59,600000,-0.003,-0.005,-0.777,LLLL,LLLL
60,2021/12/29,16:42:59,800000,-0.004,-0.001,-0.773,LLLL,LLLL
61,2021/12/29,16:43:00,000000,+0.001,-0.003,-0.772,LLLL,LLLL
62,2021/12/29,16:43:00,200000,-0.001,-0.003,-0.773,LLLL,LLLL
63,2021/12/29,16:43:00,400000,-0.003,-0.005,-0.773,LLLL,LLLL
64,2021/12/29,16:43:00,600000,-0.002,-0.007,-0.774,LLLL,LLLL
65,2021/12/29,16:43:00,800000,+0.001,-0.005,-0.775,LLLL,LLLL
66,2021/12/29,16:43:01,000000,-0.001,-0.003,-0.774,LLLL,LLLL
67,2021/12/29,16:43:01,200000,-0.003,-0.005,-0.776,LLLL,LLLL
68,2021/12/29,16:43:01,400000,-0.002,-0.005,-0.773,LLLL,LLLL
69,2021/12/29,16:43:01,600000,-0.001,-0.004,-0.774,LLLL,LLLL
70,2021/12/29,16:43:01,800000,-0.005,-0.005,-0.775,LLLL,LLLL
71,2021/12/29,16:43:02,000000,-0.003,-0.001,-0.776,LLLL,LLLL
72,2021/12/29,16:43:02,200000,-0.000,-0.003,-0.773,LLLL,LLLL
73,2021/12/29,16:43:02,400000,-0.002,-0.006,-0.776,LLLL,LLLL
74,2021/12/29,16:43:02,600000,-0.005,-0.003,-0.775,LLLL,LLLL
75,2021/12/29,16:43:02,800000,-0.003,-0.005,-0.775,LLLL,LLLL
76,2021/12/29,16:43:03,000000,-0.000,-0.003,-0.772,LLLL,LLLL
77,2021/12/29,16:43:03,200000,-0.003,-0.001,-0.776,LLLL,LLLL
78,2021/12/29,16:43:03,400000,-0.003,-0.003,-0.776,LLLL,LLLL
79,2021/12/29,16:43:03,600000,-0.002,-0.005,-0.774,LLLL,LLLL
80,2021/12/29,16:43:03,800000,-0.001,-0.005,-0.777,LLLL,LLLL
81,2021/12/29,16:43:04,000000,-0.003,-0.004,-0.774,LLLL,LLLL
82,2021/12/29,16:43:04,200000,-0.002,-0.004,-0.773,LLLL,LLLL
83,2021/12/29,16:43:04,400000,-0.003,-0.003,-0.776,LLLL,LLLL
84,2021/12/29,16:43:04,600000,-0.001,-0.005,-0.776,LLLL,LLLL
85,2021/12/29,16:43:04,800000,+0.000,-0.005,-0.775,LLLL,LLLL
86,2021/12/29,16:43:05,000000,-0.002,-0.005,-0.777,LLLL,LLLL
87,2021/12/29,16:43:05,200000,-0.003,-0.002,-0.777,LLLL,LLLL
88,2021/12/29,16:43:05,400000,-0.003,+0.001,-0.776,LLLL,LLLL
89,2021/12/29,16:43:05,600000,-0.003,-0.002,-0.773,LLLL,LLLL
90,2021/12/29,16:43:05,800000,+0.002,-0.005,-0.773,LLLL,LLLL
91,2021/12/29,16:43:06,000000,-0.002,-0.005,-0.774,LLLL,LLLL
92,2021/12/29,16:43:06,200000,-0.002,-0.002,-0.776,LLLL,LLLL
93,2021/12/29,16:43:06,400000,-0.001,-0.002,-0.774,LLLL,LLLL
94,2021/12/29,16:43:06,600000,-0.005,-0.004,-0.776,LLLL,LLLL
95,2021/12/29,16:43:06,800000,-0.002,-0.004,-0.775,LLLL,LLLL
96,2021/12/29,16:43:07,000000,+0.001,-0.005,-0.777,LLLL,LLLL
97,2021/12/29,16:43:07,200000,+0.001,-0.005,-0.775,LLLL,LLLL
98,2021/12/29,16:43:07,400000,-0.000,-0.003,-0.777,LLLL,LLLL
99,2021/12/29,16:43:07,600000,-0.001,-0.002,-0.774,LLLL,LLLL
100,2021/12/29,16:43:07,800000,-0.001,-0.004,-0.776,LLLL,LLLL
101,2021/12/29,16:43:08,000000,-0.005,-0.003,-0.773,LLLL,LLLL
102,2021/12/29,16:43:08,200000,-0.003,-0.005,-0.775,LLLL,LLLL
103,2021/12/29,16:43:08,400000,-0.001,-0.003,-0.776,LLLL,LLLL
104,2021/12/29,16:43:08,600000,-0.003,-0.002,-0.775,LLLL,LLLL
105,2021/12/29,16:43:08,800000,-0.005,-0.004,-0.775,LLLL,LLLL
106,2021/12/29,16:43:09,000000,-0.002,-0.006,-0.776,LLLL,LLLL
107,2021/12/29,16:43:09,200000,-0.003,-0.007,-0.776,LLLL,LLLL
108,2021/12/29,16:43:09,400000,-0.004,-0.005,-0.777,LLLL,LLLL
109,2021/12/29,16:43:09,600000,-0.002,-0.003,-0.775,LLLL,LLLL
110,2021/12/29,16:43:09,800000,-0.002,-0.004,-0.776,LLLL,LLLL
111,2021/12/29,16:43:10,000000,-0.002,-0.005,-0.772,LLLL,LLLL
112,2021/12/29,16:43:10,200000,-0.002,-0.005,-0.774,LLLL,LLLL
113,2021/12/29,16:43:10,400000,-0.003,-0.006,-0.774,LLLL,LLLL
114,2021/12/29,16:43:10,600000,+0.000,-0.002,-0.774,LLLL,LLLL
115,2021/12/29,16:43:10,800000,-0.003,-0.002,-0.775,LLLL,LLLL
116,2021/12/29,16:43:11,000000,-0.003,-0.004,-0.777,LLLL,LLLL
117,2021/12/29,16:43:11,200000,-0.003,-0.005,-0.773,LLLL,LLLL
118,2021/12/29,16:43:11,400000,-0.002,-0.004,-0.776,LLLL,LLLL
119,2021/12/29,16:43:11,600000,-0.002,-0.003,-0.774,LLLL,LLLL
120,2021/12/29,16:43:11,800000,-0.001,-0.006,-0.776,LLLL,LLLL
121,2021/12/29,16:43:12,000000,+0.001,-0.007,-0.777,LLLL,LLLL
122,2021/12/29,16:43:12,200000,-0.001,-0.007,-0.772,LLLL,LLLL
123,2021/12/29,16:43:12,400000,-0.002,-0.003,-0.772,LLLL,LLLL
124,2021/12/29,16:43:12,600000,+0.000,-0.006,-0.776,LLLL,LLLL
125,2021/12/29,16:43:12,800000,-0.002,-0.005,-0.774,LLLL,LLLL
126,2021/12/29,16:43:13,000000,-0.002,-0.005,-0.776,LLLL,LLLL
127,2021/12/29,16:43:13,200000,-0.002,-0.007,-0.778,LLLL,LLLL
128,2021/12/29,16:43:13,400000,-0.001,-0.005,-0.776,LLLL,LLLL
129,2021/12/29,16:43:13,600000,-0.001,-0.005,-0.777,LLLL,LLLL
130,2021/12/29,16:43:13,800000,-0.003,-0.006,-0.775,LLLL,LLLL
131,2021/12/29,16:43:14,000000,+0.001,-0.007,-0.774,LLLL,LLLL
132,2021/12/29,16:43:14,200000,+0.001,-0.008,-0.776,LLLL,LLLL
133,2021/12/29,16:43:14,400000,-0.001,-0.006,-0.774,LLLL,LLLL
134,2021/12/29,16:43:14,600000,-0.002,-0.008,-0.776,LLLL,LLLL
135,2021/12/29,16:43:14,800000,-0.001,-0.008,-0.772,LLLL,LLLL
136,2021/12/29,16:43:15,000000,-0.002,-0.006,-0.776,LLLL,LLLL
137,2021/12/29,16:43:15,200000,-0.003,-0.007,-0.775,LLLL,LLLL
138,2021/12/29,16:43:15,400000,+0.001,-0.007,-0.773,LLLL,LLLL
139,2021/12/29,16:43:15,600000,-0.002,-0.006,-0.772,LLLL,LLLL
140,2021/12/29,16:43:15,800000,+0.000,-0.005,-0.773,LLLL,LLLL
141,2021/12/29,16:43:16,000000,-0.001,-0.007,-0.774,LLLL,LLLL
142,2021/12/29,16:43:16,200000,-0.001,-0.006,-0.775,LLLL,LLLL
143,2021/12/29,16:43:16,400000,-0.002,-0.007,-0.778,LLLL,LLLL
144,2021/12/29,16:43:16,600000,-0.002,-0.007,-0.776,LLLL,LLLL
145,2021/12/29,16:43:16,800000,-0.001,-0.006,-0.776,LLLL,LLLL
146,2021/12/29,16:43:17,000000,-0.001,-0.007,-0.774,LLLL,LLLL
147,2021/12/29,16:43:17,200000,-0.002,-0.007,-0.777,LLLL,LLLL
148,2021/12/29,16:43:17,400000,-0.004,-0.009,-0.775,LLLL,LLLL
149,2021/12/29,16:43:17,600000,+0.001,-0.009,-0.778,LLLL,LLLL
150,2021/12/29,16:43:17,800000,-0.002,-0.006,-0.772,LLLL,LLLL
151,2021/12/29,16:43:18,000000,-0.002,-0.004,-0.773,LLLL,LLLL
152,2021/12/29,16:43:18,200000,-0.000,-0.003,-0.773,LLLL,LLLL
153,2021/12/29,16:43:18,400000,+0.001,-0.005,-0.775,LLLL,LLLL
154,2021/12/29,16:43:18,600000,-0.001,-0.005,-0.775,LLLL,LLLL
155,2021/12/29,16:43:18,800000,-0.000,-0.007,-0.774,LLLL,LLLL
156,2021/12/29,16:43:19,000000,+0.001,-0.007,-0.776,LLLL,LLLL
157,2021/12/29,16:43:19,200000,+0.001,-0.005,-0.775,LLLL,LLLL
158,2021/12/29,16:43:19,400000,-0.001,-0.004,-0.777,LLLL,LLLL
159,2021/12/29,16:43:19,600000,-0.001,-0.005,-0.777,LLLL,LLLL
160,2021/12/29,16:43:19,800000,+0.002,-0.007,-0.776,LLLL,LLLL
161,2021/12/29,16:43:20,000000,+0.000,-0.008,-0.774,LLLL,LLLL
162,2021/12/29,16:43:20,200000,-0.001,-0.003,-0.774,LLLL,LLLL
163,2021/12/29,16:43:20,400000,-0.001,-0.006,-0.773,LLLL,LLLL
164,2021/12/29,16:43:20,600000,-0.002,-0.007,-0.775,LLLL,LLLL
165,2021/12/29,16:43:20,800000,-0.002,-0.002,-0.775,LLLL,LLLL
166,2021/12/29,16:43:21,000000,-0.002,-0.006,-0.776,LLLL,LLLL
167,2021/12/29,16:43:21,200000,+0.000,-0.005,-0.776,LLLL,LLLL
168,2021/12/29,16:43:21,400000,-0.001,-0.005,-0.774,LLLL,LLLL
169,2021/12/29,16:43:21,600000,-0.001,-0.004,-0.771,LLLL,LLLL
170,2021/12/29,16:43:21,800000,-0.001,-0.003,-0.773,LLLL,LLLL
171,2021/12/29,16:43:22,000000,-0.002,-0.009,-0.773,LLLL,LLLL
172,2021/12/29,16:43:22,200000,-0.002,-0.006,-0.775,LLLL,LLLL
173,2021/12/29,16:43:22,400000,+0.002,-0.007,-0.775,LLLL,LLLL
174,2021/12/29,16:43:22,600000,-0.001,-0.004,-0.780,LLLL,LLLL
175,2021/12/29,16:43:22,800000,-0.000,-0.006,-0.778,LLLL,LLLL
176,2021/12/29,16:43:23,000000,+0.000,-0.002,-0.777,LLLL,LLLL
177,2021/12/29,16:43:23,200000,-0.001,-0.006,-0.775,LLLL,LLLL
178,2021/12/29,16:43:23,400000,-0.002,-0.006,-0.773,LLLL,LLLL
179,2021/12/29,16:43:23,600000,-0.004,-0.007,-0.773,LLLL,LLLL
180,2021/12/29,16:43:23,800000,+0.000,-0.007,-0.776,LLLL,LLLL
181,2021/12/29,16:43:24,000000,-0.000,-0.008,-0.776,LLLL,LLLL
182,2021/12/29,16:43:24,200000,-0.001,-0.004,-0.770,LLLL,LLLL
183,2021/12/29,16:43:24,400000,-0.002,-0.007,-0.773,LLLL,LLLL
184,2021/12/29,16:43:24,600000,-0.001,-0.007,-0.774,LLLL,LLLL
185,2021/12/29,16:43:24,800000,-0.001,-0.005,-0.772,LLLL,LLLL
186,2021/12/29,16:43:25,000000,+0.000,-0.004,-0.776,LLLL,LLLL
187,2021/12/29,16:43:25,200000,+0.001,-0.005,-0.775,LLLL,LLLL
188,2021/12/29,16:43:25,400000,+0.001,-0.008,-0.777,LLLL,LLLL
189,2021/12/29,16:43:25,600000,-0.001,-0.008,-0.775,LLLL,LLLL
190,2021/12/29,16:43:25,800000,-0.001,-0.007,-0.775,LLLL,LLLL
191,2021/12/29,16:43:26,000000,+0.000,-0.005,-0.775,LLLL,LLLL
192,2021/12/29,16:43:26,200000,+0.000,-0.007,-0.775,LLLL,LLLL
193,2021/12/29,16:43:26,400000,+0.003,-0.003,-0.774,LLLL,LLLL
194,2021/12/29,16:43:26,600000,+0.001,-0.005,-0.773,LLLL,LLLL
195,2021/12/29,16:43:26,800000,+0.000,-0.009,-0.776,LLLL,LLLL
196,2021/12/29,16:43:27,000000,+0.002,-0.007,-0.776,LLLL,LLLL
197,2021/12/29,16:43:27,200000,+0.000,-0.006,-0.774,LLLL,LLLL
198,2021/12/29,16:43:27,400000,+0.001,-0.005,-0.773,LLLL,LLLL
199,2021/12/29,16:43:27,600000,+0.002,-0.008,-0.772,LLLL,LLLL
200,2021/12/29,16:43:27,800000,-0.001,-0.008,-0.771,LLLL,LLLL
201,2021/12/29,16:43:28,000000,-0.003,-0.007,-0.774,LLLL,LLLL
202,2021/12/29,16:43:28,200000,-0.002,-0.007,-0.772,LLLL,LLLL
203,2021/12/29,16:43:28,400000,-0.002,-0.008,-0.777,LLLL,LLLL
204,2021/12/29,16:43:28,600000,-0.003,-0.007,-0.773,LLLL,LLLL
205,2021/12/29,16:43:28,800000,-0.000,-0.006,-0.774,LLLL,LLLL
206,2021/12/29,16:43:29,000000,-0.002,-0.005,-0.779,LLLL,LLLL
207,2021/12/29,16:43:29,200000,-0.002,-0.005,-0.779,LLLL,LLLL
208,2021/12/29,16:43:29,400000,-0.002,-0.007,-0.776,LLLL,LLLL
209,2021/12/29,16:43:29,600000,-0.002,-0.009,-0.776,LLLL,LLLL
210,2021/12/29,16:43:29,800000,-0.002,-0.010,-0.774,LLLL,LLLL
211,2021/12/29,16:43:30,000000,-0.004,-0.007,-0.774,LLLL,LLLL
212,2021/12/29,16:43:30,200000,-0.001,-0.009,-0.775,LLLL,LLLL
213,2021/12/29,16:43:30,400000,-0.001,-0.006,-0.775,LLLL,LLLL
214,2021/12/29,16:43:30,600000,-0.002,-0.005,-0.777,LLLL,LLLL
215,2021/12/29,16:43:30,800000,-0.000,-0.005,-0.776,LLLL,LLLL
216,2021/12/29,16:43:31,000000,+0.000,-0.006,-0.777,LLLL,LLLL
217,2021/12/29,16:43:31,200000,-0.002,-0.007,-0.776,LLLL,LLLL
218,2021/12/29,16:43:31,400000,-0.000,-0.007,-0.779,LLLL,LLLL
219,2021/12/29,16:43:31,600000,-0.002,-0.010,-0.771,LLLL,LLLL
220,2021/12/29,16:43:31,800000,+0.001,-0.006,-0.776,LLLL,LLLL
221,2021/12/29,16:43:32,000000,-0.001,-0.006,-0.774,LLLL,LLLL
222,2021/12/29,16:43:32,200000,-0.001,-0.004,-0.774,LLLL,LLLL
223,2021/12/29,16:43:32,400000,+0.002,-0.006,-0.772,LLLL,LLLL
224,2021/12/29,16:43:32,600000,+0.002,-0.007,-0.777,LLLL,LLLL
225,2021/12/29,16:43:32,800000,-0.001,-0.010,-0.770,LLLL,LLLL
226,2021/12/29,16:43:33,000000,-0.001,-0.008,-0.775,LLLL,LLLL
227,2021/12/29,16:43:33,200000,+0.001,-0.010,-0.773,LLLL,LLLL
228,2021/12/29,16:43:33,400000,-0.001,-0.009,-0.778,LLLL,LLLL
229,2021/12/29,16:43:33,600000,-0.002,-0.003,-0.775,LLLL,LLLL
230,2021/12/29,16:43:33,800000,-0.003,-0.005,-0.775,LLLL,LLLL
231,2021/12/29,16:43:34,000000,-0.001,-0.005,-0.773,LLLL,LLLL
232,2021/12/29,16:43:34,200000,-0.000,-0.007,-0.775,LLLL,LLLL
233,2021/12/29,16:43:34,400000,-0.002,-0.009,-0.775,LLLL,LLLL
234,2021/12/29,16:43:34,600000,+0.000,-0.010,-0.775,LLLL,LLLL
235,2021/12/29,16:43:34,800000,-0.002,-0.007,-0.779,LLLL,LLLL
236,2021/12/29,16:43:35,000000,-0.002,-0.004,-0.777,LLLL,LLLL
237,2021/12/29,16:43:35,200000,-0.001,-0.005,-0.776,LLLL,LLLL
238,2021/12/29,16:43:35,400000,-0.003,-0.005,-0.777,LLLL,LLLL
239,2021/12/29,16:43:35,600000,-0.006,-0.006,-0.774,LLLL,LLLL
240,2021/12/29,16:43:35,800000,-0.003,-0.007,-0.775,LLLL,LLLL
241,2021/12/29,16:43:36,000000,-0.001,-0.007,-0.776,LLLL,LLLL
242,2021/12/29,16:43:36,200000,-0.003,-0.007,-0.776,LLLL,LLLL
243,2021/12/29,16:43:36,400000,-0.003,-0.008,-0.774,LLLL,LLLL
244,2021/12/29,16:43:36,600000,-0.003,-0.006,-0.775,LLLL,LLLL
245,2021/12/29,16:43:36,800000,-0.004,-0.006,-0.776,LLLL,LLLL
246,2021/12/29,16:43:37,000000,-0.004,-0.005,-0.776,LLLL,LLLL
247,2021/12/29,16:43:37,200000,-0.002,-0.007,-0.775,LLLL,LLLL
248,2021/12/29,16:43:37,400000,-0.002,-0.007,-0.774,LLLL,LLLL
249,2021/12/29,16:43:37,600000,-0.003,-0.007,-0.772,LLLL,LLLL
250,2021/12/29,16:43:37,800000,-0.005,-0.006,-0.771,LLLL,LLLL
251,2021/12/29,16:43:38,000000,-0.005,-0.008,-0.773,LLLL,LLLL
252,2021/12/29,16:43:38,200000,-0.001,-0.006,-0.772,LLLL,LLLL
253,2021/12/29,16:43:38,400000,-0.003,-0.007,-0.777,LLLL,LLLL
254,2021/12/29,16:43:38,600000,-0.005,-0.009,-0.773,LLLL,LLLL
255,2021/12/29,16:43:38,800000,-0.003,-0.007,-0.773,LLLL,LLLL
256,2021/12/29,16:43:39,000000,-0.002,-0.005,-0.775,LLLL,LLLL
257,2021/12/29,16:43:39,200000,+0.001,-0.004,-0.775,LLLL,LLLL
258,2021/12/29,16:43:39,400000,-0.001,-0.009,-0.777,LLLL,LLLL
259,2021/12/29,16:43:39,600000,-0.002,-0.009,-0.775,LLLL,LLLL
260,2021/12/29,16:43:39,800000,-0.003,-0.009,-0.773,LLLL,LLLL
261,2021/12/29,16:43:40,000000,-0.003,-0.006,-0.774,LLLL,LLLL
262,2021/12/29,16:43:40,200000,+0.000,-0.007,-0.773,LLLL,LLLL
263,2021/12/29,16:43:40,400000,-0.002,-0.003,-0.774,LLLL,LLLL
264,2021/12/29,16:43:40,600000,-0.002,-0.006,-0.775,LLLL,LLLL
265,2021/12/29,16:43:40,800000,+0.000,-0.006,-0.777,LLLL,LLLL
266,2021/12/29,16:43:41,000000,-0.001,-0.010,-0.778,LLLL,LLLL
267,2021/12/29,16:43:41,200000,-0.004,-0.009,-0.777,LLLL,LLLL
268,2021/12/29,16:43:41,400000,-0.004,-0.007,-0.777,LLLL,LLLL
269,2021/12/29,16:43:41,600000,-0.002,-0.006,-0.773,LLLL,LLLL
270,2021/12/29,16:43:41,800000,-0.003,-0.007,-0.774,LLLL,LLLL
271,2021/12/29,16:43:42,000000,-0.005,-0.006,-0.774,LLLL,LLLL
272,2021/12/29,16:43:42,200000,-0.003,-0.009,-0.773,LLLL,LLLL
273,2021/12/29,16:43:42,400000,-0.002,-0.007,-0.772,LLLL,LLLL
274,2021/12/29,16:43:42,600000,-0.003,-0.007,-0.774,LLLL,LLLL
275,2021/12/29,16:43:42,800000,-0.003,-0.007,-0.774,LLLL,LLLL
276,2021/12/29,16:43:43,000000,-0.003,-0.009,-0.775,LLLL,LLLL
277,2021/12/29,16:43:43,200000,-0.007,-0.007,-0.777,LLLL,LLLL
278,2021/12/29,16:43:43,400000,-0.005,-0.009,-0.772,LLLL,LLLL
279,2021/12/29,16:43:43,600000,-0.003,-0.005,-0.772,LLLL,LLLL
280,2021/12/29,16:43:43,800000,-0.003,-0.007,-0.772,LLLL,LLLL
281,2021/12/29,16:43:44,000000,-0.004,-0.005,-0.772,LLLL,LLLL
282,2021/12/29,16:43:44,200000,-0.002,-0.009,-0.775,LLLL,LLLL
283,2021/12/29,16:43:44,400000,-0.003,-0.010,-0.774,LLLL,LLLL
284,2021/12/29,16:43:44,600000,-0.002,-0.009,-0.776,LLLL,LLLL
285,2021/12/29,16:43:44,800000,-0.003,-0.008,-0.776,LLLL,LLLL
286,2021/12/29,16:43:45,000000,-0.002,-0.009,-0.775,LLLL,LLLL
287,2021/12/29,16:43:45,200000,-0.004,-0.008,-0.776,LLLL,LLLL
288,2021/12/29,16:43:45,400000,-0.004,-0.005,-0.772,LLLL,LLLL
289,2021/12/29,16:43:45,600000,-0.003,-0.005,-0.775,LLLL,LLLL
290,2021/12/29,16:43:45,800000,-0.001,-0.007,-0.774,LLLL,LLLL
291,2021/12/29,16:43:46,000000,-0.003,-0.009,-0.776,LLLL,LLLL
292,2021/12/29,16:43:46,200000,-0.005,-0.011,-0.775,LLLL,LLLL
293,2021/12/29,16:43:46,400000,-0.002,-0.006,-0.774,LLLL,LLLL
294,2021/12/29,16:43:46,600000,-0.002,-0.007,-0.775,LLLL,LLLL
295,2021/12/29,16:43:46,800000,-0.002,-0.005,-0.777,LLLL,LLLL
296,2021/12/29,16:43:47,000000,-0.004,-0.005,-0.775,LLLL,LLLL
297,2021/12/29,16:43:47,200000,-0.003,-0.006,-0.777,LLLL,LLLL
298,2021/12/29,16:43:47,400000,-0.002,-0.007,-0.777,LLLL,LLLL
299,2021/12/29,16:43:47,600000,-0.005,-0.008,-0.775,LLLL,LLLL
300,2021/12/29,16:43:47,800000,-0.004,-0.009,-0.776,LLLL,LLLL
301,2021/12/29,16:43:48,000000,-0.003,-0.008,-0.774,LLLL,LLLL
302,2021/12/29,16:43:48,200000,-0.003,-0.009,-0.775,LLLL,LLLL
303,2021/12/29,16:43:48,400000,-0.004,-0.005,-0.775,LLLL,LLLL
304,2021/12/29,16:43:48,600000,-0.004,-0.003,-0.778,LLLL,LLLL
305,2021/12/29,16:43:48,800000,-0.003,-0.007,-0.776,LLLL,LLLL
306,2021/12/29,16:43:49,000000,-0.005,-0.004,-0.775,LLLL,LLLL
307,2021/12/29,16:43:49,200000,-0.007,-0.009,-0.776,LLLL,LLLL
